dam,obs_datetime,rwl_m,dev_24h_m,nhwl_m,dev_nhwl_m,rule_curve_m,dev_rule_curve_m,gates,gate_opening_m,inflow_cms,outflow_cms,scraped_at,source
Ambuklao,2021-09-22T06:00,751.88,0.06,752.0,-0.12,745.0,6.88,,,,,2021-09-23T21:36:42,wayback
Ambuklao,2021-09-23T06:00,751.94,0.06,752.0,-0.06,745.0,6.94,,,,,2021-09-23T21:36:42,wayback
Ambuklao,2021-09-26T06:00,751.43,0.1,752.0,-0.57,745.0,6.43,,,,,2021-09-27T12:46:44,wayback
Ambuklao,2021-09-27T06:00,751.53,0.1,752.0,-0.47,745.0,6.53,,,,,2021-09-27T12:46:44,wayback
Ambuklao,2021-10-22T06:00,751.14,-0.15,752.0,-0.86,748.06,3.08,,,,,2021-10-23T10:54:56,wayback
Ambuklao,2021-10-23T06:00,750.99,-0.15,752.0,-1.01,748.5,2.49,,,,,2021-10-23T10:54:56,wayback
Ambuklao,2021-10-24T06:00,751.27,0.28,752.0,-0.73,748.94,2.33,,,,,2021-10-24T12:36:31,wayback
Ambuklao,2021-11-01T06:00,751.0,0.1,752.0,-1.0,752.0,-1.0,,,,,2021-11-02T13:56:17,wayback
Ambuklao,2021-11-02T06:00,751.1,0.1,752.0,-0.9,752.0,-0.9,,,,,2021-11-02T13:56:17,wayback
Ambuklao,2021-11-16T06:00,750.47,-0.07,752.0,-1.53,752.0,-1.53,,,,,2021-11-17T10:54:47,wayback
Ambuklao,2021-11-17T06:00,750.4,-0.07,752.0,-1.6,752.0,-1.6,,,,,2021-11-17T10:54:47,wayback
Ambuklao,2021-12-21T06:00,748.02,-0.26,752.0,-3.98,752.0,-3.98,,,,,2021-12-22T18:20:32,wayback
Ambuklao,2021-12-22T06:00,747.76,-0.26,752.0,-4.24,752.0,-4.24,,,,,2021-12-22T18:20:32,wayback
Ambuklao,2021-12-28T06:00,749.03,0.37,752.0,-2.97,752.0,-2.97,,,,,2021-12-29T04:37:48,wayback
Ambuklao,2021-12-29T06:00,749.4,0.37,752.0,-2.6,752.0,-2.6,,,,,2021-12-29T04:37:48,wayback
Ambuklao,2022-01-09T06:00,748.44,-0.96,752.0,-3.56,752.0,-3.56,,,,,2022-01-10T01:34:09,wayback
Ambuklao,2022-01-10T06:00,747.48,-0.96,752.0,-4.52,752.0,-4.52,,,,,2022-01-10T01:34:09,wayback
Ambuklao,2022-01-18T06:00,745.04,0.22,752.0,-6.96,752.0,-6.96,,,,,2022-01-19T10:01:15,wayback
Ambuklao,2022-01-19T06:00,745.26,0.22,752.0,-6.74,752.0,-6.74,,,,,2022-01-19T10:01:15,wayback
Ambuklao,2022-04-21T06:00,746.62,-0.43,752.0,-5.38,747.1,-0.48,,,,,2022-04-22T02:51:37,wayback
Ambuklao,2022-04-22T06:00,746.19,-0.43,752.0,-5.81,746.87,-0.68,,,,,2022-04-22T02:51:37,wayback
Ambuklao,2022-06-14T06:00,743.26,-0.45,752.0,-8.74,745.0,-1.74,,,,,2022-06-15T08:27:45,wayback
Ambuklao,2022-06-15T06:00,742.81,-0.45,752.0,-9.19,745.0,-2.19,,,,,2022-06-15T08:27:45,wayback
Ambuklao,2022-06-18T06:00,741.19,-0.05,752.0,-10.81,745.0,-3.81,,,,,2022-06-19T01:08:25,wayback
Ambuklao,2022-06-19T06:00,741.14,-0.05,752.0,-10.86,745.0,-3.86,,,,,2022-06-19T01:08:25,wayback
Ambuklao,2022-06-26T06:00,742.07,0.56,752.0,-9.93,745.0,-2.93,,,,,2022-06-26T23:01:12,wayback
Ambuklao,2022-06-27T06:00,742.63,0.56,752.0,-9.37,745.0,-2.37,,,,,2022-06-26T23:01:12,wayback
Ambuklao,2022-07-01T06:00,742.26,-0.08,752.0,-9.74,745.0,-2.74,,,,,2022-07-02T03:50:05,wayback
Ambuklao,2022-07-02T06:00,742.18,-0.08,752.0,-9.82,745.0,-2.82,,,,,2022-07-02T03:50:05,wayback
Ambuklao,2022-07-04T06:00,742.05,-0.18,752.0,-9.95,745.0,-2.95,,,,,2022-07-05T08:47:35,wayback
Ambuklao,2022-07-05T06:00,741.87,-0.18,752.0,-10.13,745.0,-3.13,,,,,2022-07-05T08:47:35,wayback
Ambuklao,2022-07-16T06:00,741.93,-0.55,752.0,-10.07,745.0,-3.07,,,,,2022-07-17T00:05:54,wayback
Ambuklao,2022-07-17T06:00,741.38,-0.55,752.0,-10.62,745.0,-3.62,,,,,2022-07-17T00:05:54,wayback
Ambuklao,2022-08-01T06:00,743.53,1.03,752.0,-8.47,745.0,-1.47,,,,,2022-08-02T22:15:14,wayback
Ambuklao,2022-08-02T06:00,744.56,1.03,752.0,-7.44,745.0,-0.44,,,,,2022-08-02T22:15:14,wayback
Ambuklao,2022-08-03T06:00,745.43,0.53,752.0,-6.57,745.0,0.43,,,,,2022-08-04T20:24:09,wayback
Ambuklao,2022-08-04T06:00,745.96,0.53,752.0,-6.04,745.0,0.96,,,,,2022-08-04T20:24:09,wayback
Ambuklao,2022-08-05T06:00,746.07,0.11,752.0,-5.93,745.0,1.07,,,,,2022-08-05T04:38:05,wayback
Ambuklao,2022-08-06T06:00,746.76,0.69,752.0,-5.24,745.0,1.76,,,,,2022-08-06T08:47:14,wayback
Ambuklao,2022-08-07T06:00,747.4,0.67,752.0,-4.6,745.0,2.4,,,,,2022-08-08T10:40:56,wayback
Ambuklao,2022-08-08T06:00,748.07,0.67,752.0,-3.93,745.0,3.07,,,,,2022-08-08T10:40:56,wayback
Ambuklao,2022-09-23T06:00,745.26,-0.66,752.0,-6.74,745.0,0.26,,,,,2022-09-24T09:51:55,wayback
Ambuklao,2022-09-24T06:00,744.6,-0.66,752.0,-7.4,745.0,-0.4,,,,,2022-09-24T09:51:55,wayback
Ambuklao,2022-10-15T06:00,741.41,0.08,752.0,-10.59,745.0,-3.59,,,,,2022-10-16T04:09:18,wayback
Ambuklao,2022-10-16T06:00,741.49,0.08,752.0,-10.51,745.44,-3.95,,,,,2022-10-16T04:09:18,wayback
Ambuklao,2022-10-28T06:00,741.34,0.15,752.0,-10.66,750.69,-9.35,,,,,2022-10-29T04:08:50,wayback
Ambuklao,2022-10-29T06:00,741.49,0.15,752.0,-10.51,751.13,-9.64,,,,,2022-10-29T04:08:50,wayback
Ambuklao,2022-11-29T06:00,746.46,-0.72,752.0,-5.54,752.0,-5.54,,,,,2022-11-30T16:24:55,wayback
Ambuklao,2022-11-30T06:00,745.74,-0.72,752.0,-6.26,752.0,-6.26,,,,,2022-11-30T16:24:55,wayback
Ambuklao,2022-12-01T06:00,745.51,-0.6,752.0,-6.49,752.0,-6.49,,,,,2022-12-02T11:16:57,wayback
Ambuklao,2022-12-02T06:00,744.91,-0.6,752.0,-7.09,752.0,-7.09,,,,,2022-12-02T11:16:57,wayback
Ambuklao,2022-12-10T06:00,741.74,0.26,752.0,-10.26,752.0,-10.26,,,,,2022-12-11T18:30:01,wayback
Ambuklao,2022-12-11T06:00,742.0,0.26,752.0,-10.0,752.0,-10.0,,,,,2022-12-11T18:30:01,wayback
Ambuklao,2023-03-28T06:00,741.41,-0.32,752.0,-10.59,752.0,-10.59,,,,,2023-03-28T23:37:33,wayback
Ambuklao,2023-03-29T06:00,741.09,-0.32,752.0,-10.91,752.0,-10.91,,,,,2023-03-28T23:37:33,wayback
Ambuklao,2023-04-13T06:00,741.42,-0.11,752.0,-10.58,748.97,-7.55,,,,,2023-04-14T02:12:40,wayback
Ambuklao,2023-04-14T06:00,741.31,-0.11,752.0,-10.69,748.73,-7.42,,,,,2023-04-14T02:12:40,wayback
Ambuklao,2023-07-26T06:00,746.43,4.83,752.0,-5.57,745.0,1.43,,,,,2023-07-27T08:11:31,wayback
Ambuklao,2023-07-27T06:00,751.3,4.83,752.0,-0.7,745.0,6.3,,,,,2023-07-27T08:11:31,wayback
Ambuklao,2023-09-30T06:00,750.56,-0.19,752.0,-1.44,745.0,5.56,,,,,2023-10-02T00:34:48,wayback
Ambuklao,2023-10-01T06:00,750.37,-0.19,752.0,-1.63,745.0,5.37,,,,,2023-10-02T00:34:48,wayback
Ambuklao,2023-11-27T06:00,751.0,0.18,752.0,-1.0,752.0,-1.0,,,,,2023-11-28T03:16:48,wayback
Ambuklao,2023-11-28T06:00,751.18,0.18,752.0,-0.82,752.0,-0.82,,,,,2023-11-28T03:16:48,wayback
Ambuklao,2024-01-25T06:00,751.51,0.07,752.0,-0.49,752.0,-0.49,,,,,2024-01-26T14:31:58,wayback
Ambuklao,2024-01-26T06:00,751.58,0.07,752.0,-0.42,752.0,-0.42,,,,,2024-01-26T14:31:58,wayback
Ambuklao,2024-04-03T06:00,742.72,-0.39,752.0,-9.28,751.3,-8.58,,,,,2024-04-04T04:56:23,wayback
Ambuklao,2024-04-04T06:00,742.33,-0.39,752.0,-9.67,751.07,-8.74,,,,,2024-04-04T04:56:23,wayback
Ambuklao,2024-04-16T06:00,740.0,0.02,752.0,-12.0,748.27,-8.27,,,,,2024-04-17T14:38:17,wayback
Ambuklao,2024-04-17T06:00,740.02,0.02,752.0,-11.98,748.03,-8.01,,,,,2024-04-17T14:38:17,wayback
Ambuklao,2024-04-29T08:00,740.13,0.09,752.0,-11.87,745.23,-5.1,,,,,2024-04-30T16:37:36,wayback
Ambuklao,2024-04-30T08:00,740.22,0.09,752.0,-11.78,745.0,-4.78,,,,,2024-04-30T16:37:36,wayback
Ambuklao,2024-05-02T08:00,740.27,0.01,752.0,-11.73,745.0,-4.73,,,,,2024-05-03T14:04:21,wayback
Ambuklao,2024-05-03T08:00,740.28,0.01,752.0,-11.72,745.0,-4.72,,,,,2024-05-03T14:04:21,wayback
Ambuklao,2024-05-21T08:00,741.84,0.55,752.0,-10.16,745.0,-3.16,,,,,2024-05-22T22:03:22,wayback
Ambuklao,2024-05-22T08:00,742.39,0.55,752.0,-9.61,745.0,-2.61,,,,,2024-05-22T22:03:22,wayback
Ambuklao,2024-08-03T08:00,751.29,0.19,752.0,-0.71,745.0,6.29,,,,,2024-08-04T13:50:34,wayback
Ambuklao,2024-08-04T08:00,751.48,0.19,752.0,-0.52,745.0,6.48,,,,,2024-08-04T13:50:34,wayback
Ambuklao,2024-08-23T08:00,748.93,0.1,752.0,-3.07,745.0,3.93,,,,,2024-08-24T19:16:01,wayback
Ambuklao,2024-08-24T08:00,749.03,0.1,752.0,-2.97,745.0,4.03,,,,,2024-08-24T19:16:01,wayback
Ambuklao,2024-09-11T08:00,751.64,0.03,752.0,-0.36,745.0,6.64,,,,,2024-09-12T17:45:54,wayback
Ambuklao,2024-09-12T20:00,751.67,0.03,752.0,-0.33,745.0,6.67,,,,,2024-09-12T17:45:54,wayback
Ambuklao,2024-10-04T08:00,751.4,0.15,752.0,-0.6,745.0,6.4,1.0,0.3,,59.89,2024-10-05T03:55:59,wayback
Ambuklao,2024-10-05T08:00,751.55,0.15,752.0,-0.45,745.0,6.55,,,,,2024-10-05T03:55:59,wayback
Ambuklao,2024-10-06T08:00,751.65,0.1,752.0,-0.35,745.0,6.65,,,,,2024-10-06T18:48:56,wayback
Ambuklao,2024-11-16T08:00,751.76,-1.34,752.0,-0.24,752.0,-0.24,1.0,0.3,,74.75,2024-11-17T17:28:25,wayback
Ambuklao,2024-11-17T08:00,750.42,-1.34,752.0,-1.58,752.0,-1.58,4.0,2.0,,327.53,2024-11-17T17:28:25,wayback
Ambuklao,2024-11-22T08:00,751.33,0.09,752.0,-0.67,752.0,-0.67,2.0,0.8,,125.86,2024-11-23T23:44:53,wayback
Ambuklao,2024-11-23T08:00,751.42,0.09,752.0,-0.58,752.0,-0.58,,,,,2024-11-23T23:44:53,wayback
Ambuklao,2024-11-26T08:00,751.75,0.0,752.0,-0.25,752.0,-0.25,1.0,0.3,,57.09,2024-11-27T03:09:17,wayback
Ambuklao,2024-11-27T08:00,751.75,0.0,752.0,-0.25,752.0,-0.25,1.0,0.3,,54.73,2024-11-27T03:09:17,wayback
Ambuklao,2024-12-03T08:00,751.44,0.13,752.0,-0.56,752.0,-0.56,1.0,0.3,,53.6,2024-12-04T20:10:19,wayback
Ambuklao,2024-12-04T08:00,751.57,0.13,752.0,-0.43,752.0,-0.43,1.0,0.3,,75.33,2024-12-04T20:10:19,wayback
Ambuklao,2024-12-08T08:00,751.62,0.08,752.0,-0.38,752.0,-0.38,1.0,0.3,,33.0,2024-12-09T09:51:51,wayback
Ambuklao,2024-12-09T08:00,751.7,0.08,752.0,-0.3,752.0,-0.3,1.0,0.3,,53.84,2024-12-09T09:51:51,wayback
Ambuklao,2024-12-16T08:00,751.63,-0.21,752.0,-0.37,752.0,-0.37,,,,,2024-12-17T05:30:59,wayback
Ambuklao,2024-12-17T08:00,751.42,-0.21,752.0,-0.58,752.0,-0.58,,,,,2024-12-17T05:30:59,wayback
Ambuklao,2025-02-09T08:00,751.66,0.0,752.0,-0.34,752.0,-0.34,,,,,2025-02-10T12:40:25,wayback
Ambuklao,2025-02-10T08:00,751.66,0.0,752.0,-0.34,752.0,-0.34,,,,,2025-02-10T12:40:25,wayback
Ambuklao,2025-02-16T08:00,751.62,0.01,752.0,-0.38,752.0,-0.38,,,,,2025-02-17T06:44:06,wayback
Ambuklao,2025-02-17T08:00,751.63,0.01,752.0,-0.37,752.0,-0.37,,,,,2025-02-17T06:44:06,wayback
Ambuklao,2025-03-06T08:00,750.88,0.14,752.0,-1.12,752.0,-1.12,,,,,2025-03-07T19:36:55,wayback
Ambuklao,2025-03-07T08:00,751.02,0.14,752.0,-0.98,752.0,-0.98,,,,,2025-03-07T19:36:55,wayback
Ambuklao,2025-04-15T08:00,746.66,-0.17,752.0,-5.34,748.5,-1.84,,,,,2025-04-16T02:03:07,wayback
Ambuklao,2025-04-16T08:00,746.49,-0.17,752.0,-5.51,748.27,-1.78,,,,,2025-04-16T02:03:07,wayback
Ambuklao,2025-05-03T08:00,742.83,-0.04,752.0,-9.17,745.0,-2.17,,,,,2025-05-04T15:19:46,wayback
Ambuklao,2025-05-04T08:00,742.79,-0.04,752.0,-9.21,745.0,-2.21,,,,,2025-05-04T15:19:46,wayback
Ambuklao,2025-05-05T08:00,742.73,0.06,752.0,-9.27,745.0,-2.27,,,,,2025-05-06T06:04:07,wayback
Ambuklao,2025-05-06T08:00,742.79,0.06,752.0,-9.21,745.0,-2.21,,,,,2025-05-06T06:04:07,wayback
Ambuklao,2025-05-25T08:00,744.9,-0.22,752.0,-7.1,745.0,-0.1,,,,,2025-05-26T17:20:45,wayback
Ambuklao,2025-05-26T08:00,744.68,-0.22,752.0,-7.32,745.0,-0.32,,,,,2025-05-26T17:20:45,wayback
Ambuklao,2025-06-06T08:00,744.41,0.27,752.0,-7.59,745.0,-0.59,,,,,2025-06-07T10:31:20,wayback
Ambuklao,2025-06-07T08:00,744.68,0.27,752.0,-7.32,745.0,-0.32,,,,,2025-06-07T10:31:20,wayback
Ambuklao,2025-06-24T08:00,750.17,-0.15,752.0,-1.83,745.0,5.17,,,,,2025-06-25T04:11:08,wayback
Ambuklao,2025-06-25T08:00,750.02,-0.15,752.0,-1.98,745.0,5.02,,,,,2025-06-25T04:11:08,wayback
Ambuklao,2025-07-19T08:00,749.77,2.01,752.0,-2.23,745.0,4.77,,,,,2025-07-20T16:58:33,wayback
Ambuklao,2025-07-20T08:00,751.78,2.01,752.0,-0.22,745.0,6.78,1.0,0.3,,78.74,2025-07-20T16:58:33,wayback
Ambuklao,2025-07-21T08:00,751.28,-0.28,752.0,-0.72,745.0,6.28,4.0,2.0,,311.37,2025-07-22T14:57:07,wayback
Ambuklao,2025-07-22T08:00,751.0,-0.28,752.0,-1.0,745.0,6.0,3.0,1.5,,243.26,2025-07-22T14:57:07,wayback
Ambuklao,2025-08-23T08:00,747.03,0.42,752.0,-4.97,745.0,2.03,,,,,2025-08-24T03:56:02,wayback
Ambuklao,2025-08-24T08:00,747.45,0.42,752.0,-4.55,745.0,2.45,,,,,2025-08-24T03:56:02,wayback
Ambuklao,2025-09-07T08:00,750.87,0.52,752.0,-1.13,745.0,5.87,3.0,1.5,,165.0,2025-09-09T00:27:09,wayback
Ambuklao,2025-09-08T08:00,751.39,0.52,752.0,-0.61,745.0,6.39,1.0,0.3,,71.82,2025-09-09T00:27:09,wayback
Ambuklao,2025-09-21T08:00,750.92,-1.36,752.0,-1.08,745.0,5.92,1.0,0.5,,98.47,2025-09-22T07:42:12,wayback
Ambuklao,2025-09-22T08:00,749.56,-1.36,752.0,-2.44,745.0,4.56,3.0,1.5,,256.54,2025-09-22T07:42:12,wayback
Ambuklao,2025-09-23T08:00,751.24,1.68,752.0,-0.76,745.0,6.24,8.0,7.0,,957.72,2025-09-23T16:12:03,wayback
Ambuklao,2025-10-12T08:00,750.87,0.25,752.0,-1.13,745.0,5.87,,,,,2025-10-13T08:30:27,wayback
Ambuklao,2025-10-13T08:00,751.12,0.25,752.0,-0.88,745.0,6.12,,,,,2025-10-13T08:30:27,wayback
Ambuklao,2025-10-26T08:00,749.24,0.19,752.0,-2.76,749.81,-0.57,,,,,2025-10-27T21:34:39,wayback
Ambuklao,2025-10-27T08:00,749.43,0.19,752.0,-2.57,750.25,-0.82,,,,,2025-10-27T21:34:39,wayback
Ambuklao,2025-11-02T08:00,749.8,0.35,752.0,-2.2,752.0,-2.2,,,,,2025-11-03T00:50:13,wayback
Ambuklao,2025-11-03T08:00,750.15,0.35,752.0,-1.85,752.0,-1.85,,,,,2025-11-03T00:50:13,wayback
Ambuklao,2025-11-04T08:00,749.99,-0.16,752.0,-2.01,752.0,-2.01,,,,,2025-11-04T21:05:14,wayback
Ambuklao,2025-11-10T08:00,750.36,1.59,752.0,-1.64,752.0,-1.64,8.0,8.0,,1018.65,2025-11-12T00:00:32,wayback
Ambuklao,2025-11-11T08:00,751.95,1.59,752.0,-0.05,752.0,-0.05,6.0,3.0,,425.51,2025-11-12T00:00:32,wayback
Ambuklao,2025-12-08T08:00,751.18,-0.13,752.0,-0.82,752.0,-0.82,1.0,0.3,,59.85,2025-12-09T13:06:46,wayback
Ambuklao,2025-12-09T08:00,751.05,-0.13,752.0,-0.95,752.0,-0.95,1.0,0.3,,58.6,2025-12-09T13:06:46,wayback
Ambuklao,2025-12-12T08:00,751.49,0.28,752.0,-0.51,752.0,-0.51,,,,,2025-12-13T07:48:46,wayback
Ambuklao,2025-12-13T08:00,751.77,0.28,752.0,-0.23,752.0,-0.23,,,,,2025-12-13T07:48:46,wayback
Ambuklao,2025-12-28T08:00,751.27,0.03,752.0,-0.73,752.0,-0.73,,,,,2025-12-29T23:18:31,wayback
Ambuklao,2025-12-29T08:00,751.3,0.03,752.0,-0.7,752.0,-0.7,,,,,2025-12-29T23:18:31,wayback
Ambuklao,2026-01-22T08:00,751.58,-0.03,752.0,-0.42,752.0,-0.42,,,,,2026-01-23T20:25:02,wayback
Ambuklao,2026-01-23T08:00,751.55,-0.03,752.0,-0.45,752.0,-0.45,,,,,2026-01-23T20:25:02,wayback
Ambuklao,2026-02-05T08:00,750.93,-0.07,752.0,-1.07,752.0,-1.07,,,,,2026-02-06T12:00:54,wayback
Ambuklao,2026-02-06T08:00,750.86,-0.07,752.0,-1.14,752.0,-1.14,,,,,2026-02-06T12:00:54,wayback
Ambuklao,2026-02-11T08:00,750.97,0.02,752.0,-1.03,752.0,-1.03,,,,,2026-02-12T00:40:01,wayback
Ambuklao,2026-02-12T08:00,750.99,0.02,752.0,-1.01,752.0,-1.01,,,,,2026-02-12T00:40:01,wayback
Ambuklao,2026-02-21T08:00,750.35,0.02,752.0,-1.65,752.0,-1.65,,,,,2026-02-22T13:27:52,wayback
Ambuklao,2026-02-22T08:00,750.37,0.02,752.0,-1.63,752.0,-1.63,,,,,2026-02-22T13:27:52,wayback
Ambuklao,2026-02-23T08:00,750.29,0.04,752.0,-1.71,752.0,-1.71,,,,,2026-02-24T12:35:24,wayback
Ambuklao,2026-02-24T08:00,750.33,0.04,752.0,-1.67,752.0,-1.67,,,,,2026-02-24T12:35:24,wayback
Ambuklao,2026-04-11T08:00,740.2,-0.09,752.0,-11.8,749.43,-9.23,,,,,2026-04-12T05:29:07,wayback
Ambuklao,2026-04-12T08:00,740.11,-0.09,752.0,-11.89,749.2,-9.09,,,,,2026-04-12T05:29:07,wayback
Ambuklao,2026-04-21T08:00,740.22,-0.07,752.0,-11.78,747.1,-6.88,,,,,2026-04-22T05:05:41,wayback
Ambuklao,2026-04-22T08:00,740.15,-0.07,752.0,-11.85,746.87,-6.72,,,,,2026-04-22T05:05:41,wayback
Ambuklao,2026-05-05T08:00,740.37,0.03,752.0,-11.63,745.0,-4.63,,,,,2026-05-06T05:06:33,wayback
Ambuklao,2026-05-06T08:00,740.4,0.03,752.0,-11.6,745.0,-4.6,,,,,2026-05-06T05:06:33,wayback
Ambuklao,2026-05-23T08:00,740.32,0.0,752.0,-11.68,745.0,-4.68,,,,,2026-05-24T07:14:32,wayback
Ambuklao,2026-05-24T08:00,740.32,0.0,752.0,-11.68,745.0,-4.68,,,,,2026-05-24T07:14:32,wayback
Ambuklao,2026-05-26T08:00,740.3,-0.24,752.0,-11.7,745.0,-4.7,,,,,2026-05-27T15:50:34,wayback
Ambuklao,2026-05-27T08:00,740.06,-0.24,752.0,-11.94,745.0,-4.94,,,,,2026-05-27T15:50:34,wayback
Ambuklao,2026-06-29T08:00,740.32,0.01,752.0,-11.68,745.0,-4.68,,,,,2026-06-30T16:47:24,wayback
Ambuklao,2026-06-30T08:00,740.33,0.01,752.0,-11.67,745.0,-4.67,,,,,2026-06-30T16:47:24,wayback
Ambuklao,2026-07-27T08:00,741.53,0.14,752.0,-10.47,745.0,-3.47,,,,,2026-07-28T09:06:38,wayback
Ambuklao,2026-07-28T08:00,741.67,0.14,752.0,-10.33,745.0,-3.33,,,,,2026-07-28T09:06:38,wayback
Ambuklao,2026-08-06T08:00,746.19,4.46,752.0,-5.81,745.0,1.19,,,,,2026-08-07T13:44:27,live
Ambuklao,2026-08-07T08:00,750.65,4.46,752.0,-1.35,745.0,5.65,,,,,2026-08-07T13:44:27,live
Ambuklao,2026-08-08T08:00,751.27,0.73,752.0,-0.73,745.0,6.27,4.0,2.0,,281.2,2026-08-09T16:37:07,live
Ambuklao,2026-08-09T08:00,752.0,0.73,752.0,0.0,745.0,7.0,8.0,14.0,,1806.0,2026-08-09T16:37:07,live
Ambuklao,2026-08-10T08:00,751.71,-0.29,752.0,-0.29,745.0,6.71,7.0,3.5,,467.43,2026-08-10T15:39:46,live
Ambuklao,2026-08-11T08:00,751.67,-0.04,752.0,-0.33,745.0,6.67,2.0,0.8,,170.11,2026-08-11T02:35:10,live
Ambuklao,2026-08-12T08:00,751.66,-0.01,752.0,-0.34,745.0,6.66,1.0,0.5,,145.54,2026-08-12T03:04:55,live
Ambuklao,2026-08-13T08:00,751.42,-0.24,752.0,-0.58,745.0,6.42,2.0,1.0,,208.49,2026-08-13T03:08:06,live
Ambuklao,2026-08-14T08:00,751.61,0.19,752.0,-0.39,745.0,6.61,2.0,1.0,,213.33,2026-08-14T03:06:17,live
Angat,2021-09-22T06:00,201.69,-0.15,210.0,-8.31,185.19,16.5,,,,,2021-09-23T21:36:42,wayback
Angat,2021-09-23T06:00,201.54,-0.15,210.0,-8.46,185.26,16.28,,,,,2021-09-23T21:36:42,wayback
Angat,2021-09-26T06:00,200.93,-0.26,210.0,-9.07,185.49,15.44,,,,,2021-09-27T12:46:44,wayback
Angat,2021-09-27T06:00,200.67,-0.26,210.0,-9.33,185.57,15.1,,,,,2021-09-27T12:46:44,wayback
Angat,2021-10-22T06:00,199.12,-0.15,210.0,-10.88,193.96,5.16,,,,,2021-10-23T10:54:56,wayback
Angat,2021-10-23T06:00,198.97,-0.15,210.0,-11.03,194.33,4.64,,,,,2021-10-23T10:54:56,wayback
Angat,2021-10-24T06:00,199.17,0.2,210.0,-10.83,194.7,4.47,,,,,2021-10-24T12:36:31,wayback
Angat,2021-11-01T06:00,199.61,0.09,210.0,-10.39,197.58,2.03,,,,,2021-11-02T13:56:17,wayback
Angat,2021-11-02T06:00,199.7,0.09,210.0,-10.3,197.86,1.84,,,,,2021-11-02T13:56:17,wayback
Angat,2021-11-16T06:00,198.78,-0.04,210.0,-11.22,201.78,-3.0,,,,,2021-11-17T10:54:47,wayback
Angat,2021-11-17T06:00,198.74,-0.04,210.0,-11.26,202.06,-3.32,,,,,2021-11-17T10:54:47,wayback
Angat,2021-12-21T06:00,200.32,0.28,212.0,-11.68,206.78,-6.46,,,,,2021-12-22T18:20:32,wayback
Angat,2021-12-22T06:00,200.6,0.28,212.0,-11.4,206.84,-6.24,,,,,2021-12-22T18:20:32,wayback
Angat,2021-12-28T06:00,202.14,0.61,212.0,-9.86,207.19,-5.05,,,,,2021-12-29T04:37:48,wayback
Angat,2021-12-29T06:00,202.75,0.61,212.0,-9.25,207.2,-4.45,,,,,2021-12-29T04:37:48,wayback
Angat,2022-01-09T06:00,201.62,-0.15,212.0,-10.38,206.02,-4.4,,,,,2022-01-10T01:34:09,wayback
Angat,2022-01-10T06:00,201.47,-0.15,212.0,-10.53,205.88,-4.41,,,,,2022-01-10T01:34:09,wayback
Angat,2022-01-18T06:00,199.4,-0.33,212.0,-12.6,204.75,-5.35,,,,,2022-01-19T10:01:15,wayback
Angat,2022-01-19T06:00,199.07,-0.33,212.0,-12.93,204.6,-5.53,,,,,2022-01-19T10:01:15,wayback
Angat,2022-04-21T06:00,194.85,-0.11,212.0,-17.15,187.6,7.25,,,,,2022-04-22T02:51:37,wayback
Angat,2022-04-22T06:00,194.74,-0.11,212.0,-17.26,187.47,7.27,,,,,2022-04-22T02:51:37,wayback
Angat,2022-06-14T06:00,185.52,-0.21,210.0,-24.48,182.81,2.71,,,,,2022-06-15T08:27:45,wayback
Angat,2022-06-15T06:00,185.31,-0.21,210.0,-24.69,182.75,2.56,,,,,2022-06-15T08:27:45,wayback
Angat,2022-06-18T06:00,184.47,-0.31,210.0,-25.53,182.58,1.89,,,,,2022-06-19T01:08:25,wayback
Angat,2022-06-19T06:00,184.16,-0.31,210.0,-25.84,182.52,1.64,,,,,2022-06-19T01:08:25,wayback
Angat,2022-06-26T06:00,182.45,-0.24,210.0,-27.55,182.13,0.32,,,,,2022-06-26T23:01:12,wayback
Angat,2022-06-27T06:00,182.21,-0.24,210.0,-27.79,182.07,0.14,,,,,2022-06-26T23:01:12,wayback
Angat,2022-07-01T06:00,181.4,-0.28,210.0,-28.6,181.84,-0.44,,,,,2022-07-02T03:50:05,wayback
Angat,2022-07-02T06:00,181.12,-0.28,210.0,-28.88,181.78,-0.66,,,,,2022-07-02T03:50:05,wayback
Angat,2022-07-04T06:00,180.79,-0.19,210.0,-29.21,181.65,-0.86,,,,,2022-07-05T08:47:35,wayback
Angat,2022-07-05T06:00,180.6,-0.19,210.0,-29.4,181.59,-0.99,,,,,2022-07-05T08:47:35,wayback
Angat,2022-07-16T06:00,180.23,-0.25,210.0,-29.77,180.92,-0.69,,,,,2022-07-17T00:05:54,wayback
Angat,2022-07-17T06:00,179.98,-0.25,210.0,-30.02,180.86,-0.88,,,,,2022-07-17T00:05:54,wayback
Angat,2022-08-01T06:00,177.7,-0.03,210.0,-32.3,180.11,-2.41,,,,,2022-08-02T22:15:14,wayback
Angat,2022-08-02T06:00,177.67,-0.03,210.0,-32.33,180.23,-2.56,,,,,2022-08-02T22:15:14,wayback
Angat,2022-08-03T06:00,177.49,-0.22,210.0,-32.51,180.34,-2.85,,,,,2022-08-04T20:24:09,wayback
Angat,2022-08-04T06:00,177.27,-0.22,210.0,-32.73,180.45,-3.18,,,,,2022-08-04T20:24:09,wayback
Angat,2022-08-05T06:00,177.11,-0.16,210.0,-32.89,180.56,-3.45,,,,,2022-08-05T04:38:05,wayback
